_time,_value,_field,location,date
2024-01-03 02:14:25.844908574+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 02:24:25.859703351+00:00,418.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 02:34:25.848561647+00:00,419.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 02:44:25.865497486+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 02:54:25.871128135+00:00,411.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 03:04:25.888397491+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 03:14:25.886737130+00:00,420.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 03:24:25.909818554+00:00,415.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 03:34:25.901163733+00:00,417.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 03:44:25.922863190+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 03:54:25.935562238+00:00,417.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 04:04:25.943116328+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 04:14:25.955905571+00:00,411.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 04:24:25.954461309+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 04:34:25.958559463+00:00,415.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 04:44:25.966770534+00:00,421.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 04:54:25.968500267+00:00,422.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 05:14:26.006479871+00:00,418.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 05:24:26.009474720+00:00,414.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 05:34:26.009769052+00:00,418.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 05:44:26.018434900+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 05:54:26.036123917+00:00,414.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 06:04:26.031957374+00:00,417.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 06:14:26.047471637+00:00,415.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 06:24:26.064547185+00:00,414.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 06:34:26.065461767+00:00,419.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 06:44:26.063284030+00:00,414.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 06:54:26.079823186+00:00,421.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 07:04:26.080544300+00:00,420.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 07:14:26.099832647+00:00,421.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 07:24:26.105957084+00:00,419.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 07:34:26.102770429+00:00,418.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 07:44:26.129309374+00:00,422.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 07:54:26.132516487+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 08:04:26.129704549+00:00,418.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 08:14:26.143152034+00:00,420.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 08:24:26.169073653+00:00,413.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 08:34:26.160263588+00:00,419.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 08:44:26.169196512+00:00,416.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 08:54:26.195079461+00:00,421.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 09:04:26.194417440+00:00,419.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 09:14:26.210615857+00:00,417.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 09:24:26.200146015+00:00,420.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 09:34:26.207765234+00:00,417.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 09:44:26.217440274+00:00,425.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 09:54:26.245262560+00:00,417.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 10:04:26.241984890+00:00,424.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 10:14:26.275556519+00:00,425.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 10:24:26.260732393+00:00,438.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 10:34:26.263587946+00:00,439.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 10:44:26.270759824+00:00,437.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 10:54:26.291638779+00:00,440.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 11:04:26.294811867+00:00,445.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 11:14:26.318965187+00:00,453.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 11:24:26.331713321+00:00,456.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 11:34:26.318571480+00:00,467.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 11:54:26.343868325+00:00,475.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 12:04:26.342842224+00:00,473.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 12:14:26.358481204+00:00,468.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 12:24:26.360996544+00:00,466.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 12:34:26.370040858+00:00,476.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 12:44:26.387067886+00:00,471.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 12:54:26.382376934+00:00,456.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 13:04:26.406312156+00:00,455.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 13:14:26.406588202+00:00,451.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 13:24:26.426866346+00:00,450.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 13:34:26.437763534+00:00,449.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 13:44:26.419764780+00:00,447.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 13:54:26.443436727+00:00,445.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 14:04:26.450381027+00:00,449.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 14:14:26.451179595+00:00,447.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 14:24:26.467465873+00:00,443.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 14:34:26.479685224+00:00,441.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 14:44:26.476554756+00:00,439.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 14:54:26.528708259+00:00,438.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 15:04:26.495357359+00:00,448.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 15:14:26.509763566+00:00,450.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 15:24:26.522765849+00:00,452.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 15:34:26.538512637+00:00,463.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 15:44:26.538021862+00:00,456.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 15:54:26.552445313+00:00,464.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 16:04:26.557334910+00:00,463.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 16:14:26.562413214+00:00,455.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 16:24:26.556038675+00:00,461.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 16:34:26.574987249+00:00,463.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 16:44:26.578598811+00:00,457.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 16:54:26.595940279+00:00,466.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 17:04:26.606079057+00:00,471.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 17:14:26.613561325+00:00,471.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 17:24:26.610496117+00:00,482.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 17:34:26.631638993+00:00,481.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 17:44:26.637925637+00:00,474.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 17:54:26.643524662+00:00,493.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 18:04:26.650892022+00:00,492.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 18:14:26.664204982+00:00,482.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 18:24:26.663164069+00:00,489.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 18:34:26.673661925+00:00,488.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 18:44:26.680747503+00:00,494.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 18:54:26.686525063+00:00,494.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 19:04:26.700142929+00:00,493.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 19:14:26.715361264+00:00,488.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 19:24:26.728229403+00:00,496.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 19:34:26.718106590+00:00,497.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 19:44:26.744646635+00:00,496.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 19:54:26.748427389+00:00,505.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 20:04:26.754539025+00:00,508.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 20:14:26.757383157+00:00,519.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 20:24:26.776742632+00:00,524.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 20:34:26.779854600+00:00,537.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 20:44:26.770840680+00:00,538.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 20:54:26.798658909+00:00,527.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 21:04:26.802872059+00:00,522.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 21:14:26.817309542+00:00,519.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 21:24:26.822279276+00:00,516.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 21:34:26.833616354+00:00,511.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 21:44:26.834200103+00:00,511.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 21:54:26.842029002+00:00,510.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 22:04:26.863611361+00:00,511.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 22:14:26.866281903+00:00,504.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 22:24:26.881477996+00:00,504.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 22:34:26.887397375+00:00,499.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 22:44:26.890447211+00:00,498.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 22:54:26.899902598+00:00,498.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 23:04:26.903455256+00:00,498.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 23:14:26.910915082+00:00,493.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 23:24:26.923193111+00:00,497.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 23:34:26.940004111+00:00,499.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 23:44:26.946728951+00:00,495.0,co2,am3019-testqc2090,2024-01-03
2024-01-03 23:54:26.945164648+00:00,491.0,co2,am3019-testqc2090,2024-01-03
2024-01-04 00:04:26.960923150+00:00,491.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 00:14:26.949954531+00:00,487.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 00:24:26.977013643+00:00,489.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 00:34:26.986445054+00:00,481.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 00:44:26.991344471+00:00,484.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 00:54:27.011061530+00:00,483.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 01:04:27.008925559+00:00,487.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 01:14:27.023611221+00:00,477.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 01:24:27.023923686+00:00,477.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 01:34:27.046442024+00:00,477.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 01:44:27.038249022+00:00,480.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 01:54:27.053680570+00:00,476.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 02:04:27.069101389+00:00,475.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 02:14:27.062595295+00:00,472.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 02:24:27.064768129+00:00,470.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 02:34:27.075980101+00:00,474.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 02:44:27.083726586+00:00,468.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 02:54:27.090478058+00:00,462.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 03:04:27.102551912+00:00,466.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 03:14:27.111365196+00:00,466.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 03:24:27.109909433+00:00,467.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 03:34:27.137447817+00:00,463.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 03:44:27.142009272+00:00,464.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 03:54:27.137166021+00:00,464.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 04:04:27.157055667+00:00,466.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 04:14:27.155152167+00:00,460.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 04:24:27.162019061+00:00,462.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 04:34:27.168222351+00:00,463.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 04:44:27.186469182+00:00,461.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 04:54:27.227768812+00:00,463.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 05:04:27.204601690+00:00,464.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 05:14:27.215913756+00:00,454.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 05:24:27.216988007+00:00,453.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 05:34:27.248184922+00:00,457.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 05:44:27.260782020+00:00,459.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 05:54:27.255996813+00:00,463.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 06:04:27.256321327+00:00,456.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 06:14:27.259920237+00:00,459.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 06:24:27.272854133+00:00,460.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 06:34:27.285199145+00:00,454.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 06:44:27.298767724+00:00,459.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 06:54:27.307281264+00:00,460.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 07:04:27.324286600+00:00,464.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 07:14:27.308148518+00:00,461.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 07:24:27.329230189+00:00,458.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 07:34:27.341013993+00:00,463.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 07:44:27.346093989+00:00,466.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 07:54:27.364241801+00:00,465.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 08:04:27.348097925+00:00,471.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 08:14:27.361280131+00:00,473.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 08:24:27.379038574+00:00,474.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 08:34:27.373369029+00:00,478.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 08:44:27.395164391+00:00,474.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 08:54:27.394857234+00:00,474.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 09:04:27.421991654+00:00,480.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 09:14:27.420778388+00:00,482.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 09:24:27.431160253+00:00,478.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 09:34:27.429430561+00:00,480.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 09:44:27.443017282+00:00,488.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 09:54:27.454619406+00:00,486.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 10:04:27.469242159+00:00,487.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 10:14:27.465893761+00:00,487.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 10:24:27.493197040+00:00,481.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 10:34:27.482256642+00:00,485.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 10:44:27.510457375+00:00,484.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 10:54:27.505795510+00:00,483.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 11:04:27.518384614+00:00,487.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 11:14:27.528885930+00:00,489.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 11:24:27.542557869+00:00,498.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 11:34:27.550402381+00:00,503.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 11:44:27.550619953+00:00,513.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 11:54:27.561130477+00:00,523.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 12:04:27.572747169+00:00,524.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 12:14:27.568048039+00:00,528.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 12:24:27.585881014+00:00,544.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 12:34:27.587314474+00:00,539.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 12:44:27.596849934+00:00,547.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 12:54:27.609881943+00:00,560.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 13:04:27.618304511+00:00,554.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 13:14:27.635658467+00:00,555.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 13:24:27.625339927+00:00,552.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 13:34:27.638602997+00:00,556.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 13:44:27.643536031+00:00,558.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 13:54:27.655995871+00:00,553.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 14:04:27.656723955+00:00,556.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 14:14:27.664952573+00:00,558.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 14:24:27.690931015+00:00,561.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 14:34:27.696979943+00:00,568.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 14:44:27.695161352+00:00,564.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 14:54:27.706636237+00:00,559.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 15:04:27.709118557+00:00,556.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 15:14:27.721987811+00:00,547.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 15:24:27.745896537+00:00,543.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 15:34:27.737457968+00:00,530.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 15:44:27.746578093+00:00,526.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 15:54:27.754564779+00:00,525.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 16:04:27.773064833+00:00,526.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 16:14:27.776228059+00:00,538.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 16:24:27.774257026+00:00,532.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 16:34:27.795918797+00:00,539.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 16:44:27.808922921+00:00,550.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 16:54:27.801513712+00:00,564.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 17:04:27.824116122+00:00,561.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 17:14:27.812533588+00:00,563.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 17:24:27.839644890+00:00,577.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 17:34:27.828833823+00:00,577.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 17:44:27.842838602+00:00,573.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 17:54:27.866949458+00:00,588.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 18:04:27.881129388+00:00,584.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 18:14:27.885305099+00:00,579.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 18:24:27.892963389+00:00,590.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 18:34:27.900848849+00:00,584.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 18:44:27.900411247+00:00,587.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 18:54:27.898750596+00:00,575.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 19:04:27.927125190+00:00,576.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 19:14:27.935903653+00:00,562.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 19:24:27.940452757+00:00,564.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 19:34:27.958746568+00:00,567.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 19:44:27.957865343+00:00,568.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 19:54:27.963466174+00:00,570.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 20:04:27.975334457+00:00,573.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 20:14:27.970525059+00:00,568.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 20:24:27.985965479+00:00,587.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 20:44:28.001331950+00:00,577.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 20:54:28.013476076+00:00,570.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 21:04:28.009430316+00:00,558.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 21:14:28.023965722+00:00,550.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 21:24:28.037083529+00:00,542.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 21:34:28.041736991+00:00,542.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 21:44:28.063816068+00:00,529.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 21:54:28.062449445+00:00,519.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 22:04:28.070665973+00:00,519.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 22:14:28.090084329+00:00,514.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 22:24:28.097242887+00:00,511.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 22:34:28.101966845+00:00,508.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 22:44:28.100463388+00:00,502.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 22:54:28.103794710+00:00,503.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 23:04:28.128646173+00:00,501.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 23:14:28.124379692+00:00,493.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 23:24:28.144124962+00:00,489.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 23:44:28.142223657+00:00,490.0,co2,am3019-testqc2090,2024-01-04
2024-01-04 23:54:28.168830990+00:00,485.0,co2,am3019-testqc2090,2024-01-04
2024-01-05 00:04:28.178224838+00:00,484.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 00:14:28.177284251+00:00,480.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 00:24:28.178480806+00:00,486.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 00:34:28.199374872+00:00,479.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 00:44:28.217423331+00:00,473.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 00:54:28.216957952+00:00,474.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 01:04:28.233624936+00:00,470.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 01:14:28.233255112+00:00,474.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 01:24:28.245212898+00:00,471.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 01:34:28.258014384+00:00,467.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 01:44:28.257658210+00:00,471.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 01:54:28.275550806+00:00,469.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 02:04:28.264157182+00:00,462.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 02:14:28.280773785+00:00,466.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 02:24:28.307526004+00:00,462.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 02:34:28.306205467+00:00,470.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 02:44:28.298214067+00:00,467.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 02:54:28.320662934+00:00,462.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 03:04:28.335611526+00:00,458.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 03:14:28.338065547+00:00,461.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 03:24:28.344239409+00:00,465.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 03:34:28.349930019+00:00,468.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 03:44:28.357326090+00:00,466.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 03:54:28.370900145+00:00,460.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 04:04:28.383084388+00:00,464.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 04:14:28.383494914+00:00,459.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 04:24:28.388089153+00:00,459.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 04:34:28.400915258+00:00,460.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 04:44:28.408180511+00:00,458.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 04:54:28.426733267+00:00,458.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 05:04:28.435661032+00:00,459.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 05:14:28.423541053+00:00,462.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 05:24:28.448609584+00:00,458.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 05:34:28.453297642+00:00,458.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 05:44:28.460402697+00:00,458.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 05:54:28.472762765+00:00,459.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 06:04:28.478577120+00:00,457.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 06:14:28.484728164+00:00,460.0,co2,am3019-testqc2090,2024-01-05
2024-01-05 06:24:28.496357147+00:00,460.0,co2,am3019-testqc2090,2024-01-05
